gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
PIT201307290,PIT,4,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,7,hurdc001,value,40,31,9,9,3,0,1,9,0,1,3,5,1,4,0,0,0,0,0,27,0,36,7,0,1,0,2,2,2,0,10,1,0,0,0,0,0,0,0,27,12,0,1,0,0,0,0,0,tabaj002,walkn001,mccua001,alvap001,martr004,joneg002,presa001,barmc001,lirif001,lirif001,martr004,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,20130729,0,PIT08,h,SLN,1,0,0,regular,y,y
SDN201307290,CIN,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,10,baked002,value,38,33,1,7,2,1,0,1,0,0,0,5,0,5,0,0,1,0,1,24,2,32,5,0,0,1,2,2,3,0,5,0,0,0,0,0,0,1,0,24,10,1,0,0,0,0,0,1,robid002,iztuc001,vottj001,brucj001,frazt001,paulx001,mesod001,cozaz001,leakm001,leakm001,mesod001,vottj001,iztuc001,frazt001,cozaz001,paulx001,robid002,brucj001,,20130729,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN201307290,SDN,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,6,blacb001,value,32,29,2,5,0,0,1,2,0,0,0,3,0,5,0,1,0,0,1,27,0,38,7,2,1,0,1,1,5,0,5,0,0,0,0,0,0,0,0,27,9,0,1,0,0,0,0,0,cabre001,amara001,headc001,alony001,venaw001,kotsm001,forsl001,hundn001,osuls001,osuls001,hundn001,alony001,forsl001,headc001,cabre001,kotsm001,amara001,venaw001,,20130729,0,SAN02,h,CIN,1,0,0,regular,y,y
TEX201307290,ANA,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,sciom001,value,38,34,3,7,1,0,1,3,0,0,0,4,0,10,0,0,0,0,0,26,0,35,9,1,0,2,4,3,1,0,6,0,0,0,0,1,1,0,0,26,12,1,1,0,0,0,1,0,aybae001,calhk001,troum001,hamij003,trumm001,kendh001,calla001,congh001,shucj001,weavj003,congh001,trumm001,kendh001,calla001,aybae001,hamij003,troum001,calhk001,shucj001,20130729,0,ARL02,v,TEX,0,1,0,regular,y,y
TEX201307290,TEX,0,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,5,washr001,value,35,33,4,9,1,0,2,4,0,1,0,1,0,6,1,0,1,0,0,27,0,38,7,1,0,1,3,3,4,0,10,0,1,0,0,0,0,0,0,27,5,0,0,0,0,1,0,0,martl004,andre001,kinsi001,belta001,piera001,cruzn002,murpd005,sotog001,morem001,garzm001,sotog001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,piera001,20130729,0,ARL02,h,ANA,1,0,0,regular,y,y
ATL201307300,COL,1,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,weisw001,value,32,30,3,7,2,0,1,3,0,1,0,1,0,8,0,1,1,0,0,24,0,43,14,3,0,3,11,11,4,1,8,0,1,0,0,0,0,0,0,24,6,0,0,0,0,1,0,0,fowld001,lemad001,gonzc001,tulot001,cuddm001,rosaw001,heltt001,arenn001,nicaj001,nicaj001,rosaw001,heltt001,lemad001,arenn001,tulot001,gonzc001,fowld001,cuddm001,,20130730,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201307300,ATL,1,0,1,6,0,0,3,0,,,,,,,,,,,,,,,,,,,,,8,gonzf801,value,43,39,11,14,3,0,3,11,0,0,0,4,1,8,0,0,0,0,1,27,0,32,7,2,0,1,3,3,1,0,8,0,0,0,0,1,0,1,0,27,15,0,1,0,0,0,0,1,heywj001,uptoj001,freef001,gatte001,mccab002,johnc003,uggld001,simma001,wooda002,wooda002,mccab002,freef001,uggld001,johnc003,simma001,gatte001,heywj001,uptoj001,,20130730,0,ATL02,h,COL,1,0,0,regular,y,y
BAL201307300,HOU,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,portb001,value,35,33,3,7,1,0,0,2,1,0,0,1,0,10,2,0,0,0,0,24,0,33,3,0,0,1,4,4,7,0,5,0,1,0,0,0,0,1,0,24,6,0,0,0,0,1,0,1,villj001,altuj001,castj006,cartc002,maxwj002,corpc001,barnb002,domim001,grosr001,harrl002,corpc001,cartc002,altuj001,domim001,villj001,grosr001,barnb002,maxwj002,castj006,20130730,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201307300,BAL,0,0,0,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,5,showb801,value,33,26,4,3,0,0,1,4,0,0,0,7,0,5,0,1,0,0,0,27,0,35,7,1,0,0,3,3,1,0,10,0,0,0,1,0,2,0,0,27,9,0,0,0,0,0,2,0,mclon001,machm001,markn001,jonea003,davic003,wietm001,hardj003,flahr001,robeb003,chenw001,wietm001,flahr001,robeb003,machm001,hardj003,mclon001,jonea003,markn001,davic003,20130730,0,BAL12,h,HOU,1,0,0,regular,y,y
BOS201307300,SEA,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,8,thomr003,value,37,35,2,8,1,0,0,2,0,0,0,2,0,12,0,0,0,0,0,24,0,35,11,2,0,3,8,7,1,0,6,0,0,0,0,0,0,0,1,24,15,1,0,0,1,0,0,0,millb002,frann001,seagk001,morak001,ibanr001,morsm001,smoaj001,saunm001,blanh001,saunj001,blanh001,smoaj001,frann001,seagk001,millb002,ibanr001,saunm001,morsm001,morak001,20130730,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS201307300,BOS,2,3,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,3,farrj001,value,35,34,8,11,2,0,3,7,0,0,0,1,0,6,0,0,0,0,1,27,0,37,8,1,0,0,2,2,2,0,12,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,ellsj001,victs001,pedrd001,ortid001,napom001,saltj001,gomej001,drews001,iglej001,workb001,saltj001,napom001,pedrd001,iglej001,drews001,gomej001,ellsj001,victs001,ortid001,20130730,0,BOS07,h,SEA,1,0,0,regular,y,y
CHN201307301,MIL,0,0,0,1,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,5,roenr001,value,38,35,6,10,2,0,3,6,0,0,0,3,1,8,2,1,1,0,0,27,0,45,12,1,0,0,5,5,5,0,8,0,0,0,0,0,0,0,0,27,10,1,0,0,0,0,0,0,weekr001,aokin001,seguj002,lucrj001,gomec002,gindc001,bianj001,betay001,gally001,gally001,lucrj001,betay001,weekr001,bianj001,seguj002,gindc001,gomec002,aokin001,,20130730,1,CHI11,v,CHN,1,0,0,regular,y,y
CHN201307301,CHN,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,13,sveud001,value,45,40,5,12,1,0,0,5,0,0,0,5,0,8,0,0,0,0,1,27,0,38,10,2,0,3,6,6,3,1,8,0,0,0,0,0,2,1,0,27,5,0,1,0,0,0,2,1,dejed001,lakej001,rizza001,schin001,casts001,valbl001,barnd001,castw002,villc001,villc001,castw002,rizza001,barnd001,valbl001,casts001,lakej001,dejed001,schin001,,20130730,1,CHI11,h,MIL,0,1,0,regular,y,y
CHN201307302,MIL,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,9,roenr001,value,39,33,3,6,1,0,1,3,0,0,0,6,0,7,1,1,0,0,1,27,0,38,7,1,0,0,2,0,3,0,9,0,0,0,1,0,0,1,1,27,9,2,0,0,1,0,0,1,schal001,bianj001,lucrj001,gomec002,davik003,franj005,betay001,genns001,thort001,thort001,lucrj001,franj005,genns001,betay001,bianj001,davik003,gomec002,schal001,,20130730,2,CHI11,v,CHN,1,0,0,regular,y,y
CHN201307302,CHN,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,9,sveud001,value,38,34,2,7,1,0,0,2,1,0,0,3,0,9,0,1,0,0,2,27,0,39,6,1,0,1,3,3,6,0,7,0,0,1,0,0,1,1,0,27,7,1,0,0,0,0,1,1,dejed001,lakej001,rizza001,navad001,valbl001,casts001,ransc001,gillc002,arrij001,arrij001,navad001,rizza001,valbl001,ransc001,casts001,lakej001,dejed001,gillc002,,20130730,2,CHI11,h,MIL,0,1,0,regular,y,y
CLE201307300,CHA,2,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,6,ventr001,value,37,36,4,11,3,0,0,4,0,0,0,1,0,3,0,0,2,0,0,24,0,37,11,2,0,0,7,7,3,0,7,0,0,0,0,0,1,0,0,24,7,0,1,0,0,0,1,0,deaza001,ramia003,riosa002,konep001,dunna001,keppj001,vicid001,beckg001,phegj001,riena001,phegj001,dunna001,beckg001,keppj001,ramia003,vicid001,deaza001,riosa002,konep001,20130730,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE201307300,CLE,0,0,0,0,3,0,0,4,,,,,,,,,,,,,,,,,,,,,6,frant001,value,37,34,7,11,2,0,0,6,0,0,0,3,0,7,1,0,0,0,0,27,0,37,11,3,0,0,4,4,1,0,3,0,0,0,0,0,0,0,0,27,14,0,2,0,0,0,0,0,bourm001,swisn001,kipnj001,cabra002,branm003,santc002,giamj001,chisl001,gomey001,kazms001,gomey001,santc002,kipnj001,chisl001,cabra002,branm003,bourm001,swisn001,giamj001,20130730,0,CLE08,h,CHA,1,0,0,regular,y,y
DET201307300,WAS,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,johnd105,value,35,33,1,6,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,24,0,35,8,2,0,1,5,5,3,0,8,0,0,0,0,0,0,0,0,24,8,0,0,0,0,0,0,0,harpb003,renda001,zimmr001,laroa001,wertj001,desmi001,spand001,ramow001,tracc001,stras001,ramow001,laroa001,renda001,zimmr001,desmi001,harpb003,spand001,wertj001,tracc001,20130730,0,DET05,v,DET,0,1,0,regular,y,y
DET201307300,DET,0,0,0,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,6,leylj801,value,35,32,5,8,2,0,1,5,0,0,0,3,0,8,0,0,0,0,0,27,0,35,6,1,1,0,1,1,2,0,1,0,0,0,0,0,1,0,0,27,12,0,0,0,0,0,1,0,jacka001,huntt001,cabrm001,fielp001,martv001,peraj001,dirka001,avila001,santr002,sanca004,avila001,fielp001,santr002,cabrm001,peraj001,dirka001,jacka001,huntt001,martv001,20130730,0,DET05,h,WAS,1,0,0,regular,y,y
LAN201307300,NYA,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,giraj001,value,32,32,2,5,2,0,1,2,0,0,0,0,0,9,0,0,0,0,0,26,0,35,10,2,0,1,3,3,0,0,5,0,0,0,0,0,1,0,0,26,12,0,0,0,0,0,1,0,gardb001,jeted001,canor001,soria001,overl001,suzui001,nix-j001,stewc001,petta001,petta001,stewc001,overl001,canor001,nix-j001,jeted001,soria001,gardb001,suzui001,,20130730,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201307300,LAN,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,6,mattd001,value,35,35,3,10,2,0,1,3,0,0,0,0,0,5,1,0,0,0,0,27,0,32,5,2,0,1,2,2,0,0,9,0,1,0,0,0,0,0,0,27,13,0,0,0,0,1,0,0,crawc002,puigy001,gonza003,ramih003,ellia001,ethia001,uribj002,ellim001,greiz001,greiz001,ellia001,gonza003,ellim001,uribj002,ramih003,crawc002,ethia001,puigy001,,20130730,0,LOS03,h,NYA,1,0,0,regular,y,y
MIA201307300,NYN,0,0,0,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,12,collt801,value,46,37,4,9,1,2,0,4,1,0,0,8,2,8,1,0,1,0,0,30,0,38,4,0,0,0,2,2,5,0,5,0,0,0,0,0,0,0,0,30,13,0,1,0,0,0,0,0,youne003,murpd006,wrigd002,byrdm001,davii001,buckj001,lagaj001,quino001,wheez001,wheez001,buckj001,davii001,murpd006,wrigd002,quino001,youne003,lagaj001,byrdm001,,20130730,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA201307300,MIA,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,6,redmm001,value,38,33,2,4,0,0,0,2,0,0,0,5,0,5,0,0,1,0,0,30,0,46,9,1,2,0,4,4,8,2,8,0,0,0,1,0,1,0,0,30,9,0,1,0,0,0,1,0,yelic001,hecha001,stanm004,morrl001,lucae001,solad001,marij002,mathj001,eovan001,eovan001,mathj001,morrl001,solad001,lucae001,hecha001,yelic001,marij002,stanm004,,20130730,0,MIA02,h,NYN,0,1,0,regular,y,y
MIN201307300,KCA,0,0,4,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,8,yoste001,value,42,38,7,12,1,0,2,7,0,1,0,3,1,8,0,0,0,0,0,27,0,33,5,0,0,0,2,2,2,0,9,0,0,0,0,0,0,1,0,27,10,0,1,0,0,0,0,1,gorda001,hosme001,butlb003,peres002,lougd001,tejam001,mousm001,escoa003,dysoj001,sante001,peres002,hosme001,tejam001,mousm001,escoa003,gorda001,dysoj001,lougd001,butlb003,20130730,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201307300,MIN,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,gardr001,value,33,31,2,5,0,0,0,2,0,0,0,2,0,9,0,1,0,0,0,27,0,42,12,1,0,2,7,7,3,1,8,0,0,0,0,1,0,0,0,27,6,0,0,0,0,0,0,0,thomc002,carrj001,mauej001,mornj001,doumr001,colac001,plout001,hicka001,florp001,pelfm001,mauej001,mornj001,carrj001,plout001,florp001,thomc002,hicka001,doumr001,colac001,20130730,0,MIN04,h,KCA,0,1,0,regular,y,y
OAK201307300,TOR,1,0,0,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,gibbj001,value,38,36,5,9,0,0,2,3,0,0,0,2,0,6,0,0,1,0,1,27,0,33,7,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,27,7,0,1,0,0,0,0,0,reyej001,iztum001,bautj002,encae001,linda001,rasmc001,arenj001,lawrb002,bonie001,buehm001,arenj001,encae001,iztum001,lawrb002,reyej001,bonie001,rasmc001,bautj002,linda001,20130730,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201307300,OAK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,melvb001,value,33,33,0,7,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,27,0,38,9,0,0,2,5,2,2,0,6,0,0,0,0,0,0,0,0,27,13,2,1,0,0,0,0,0,crisc001,younc004,lowrj001,cespy001,donaj001,frein001,norrd001,reddj001,rosaa001,strad003,norrd001,frein001,lowrj001,donaj001,rosaa001,cespy001,younc004,reddj001,crisc001,20130730,0,OAK01,h,TOR,0,1,0,regular,y,y
PHI201307300,SFN,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,6,bochb002,value,36,32,3,9,2,0,0,3,1,1,0,2,0,4,0,0,2,0,0,24,0,40,10,1,0,2,7,7,4,1,6,2,0,0,0,0,0,0,0,24,4,1,0,0,0,0,0,0,torra001,scutm001,sandp001,pench001,franj004,pillb001,quirg001,crawb001,zitob001,zitob001,quirg001,pillb001,scutm001,sandp001,crawb001,franj004,torra001,pench001,,20130730,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI201307300,PHI,2,0,0,2,0,2,1,0,,,,,,,,,,,,,,,,,,,,,9,manuc101,value,40,34,7,10,1,0,2,7,0,0,2,4,1,6,0,0,0,0,0,27,0,36,9,2,0,0,3,3,2,0,4,0,0,0,1,1,0,0,0,27,13,0,2,0,0,0,0,0,rollj001,younm003,utlec001,ruf-d001,yound003,frank001,maybj001,ruizc001,lannj001,lannj001,ruizc001,frank001,utlec001,younm003,rollj001,ruf-d001,maybj001,yound003,,20130730,0,PHI13,h,SFN,1,0,0,regular,y,y
PIT201307301,SLN,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9,mathm001,value,43,38,1,6,1,0,0,1,0,0,0,5,0,10,0,0,1,0,1,31,0,43,6,2,0,0,2,2,6,1,11,0,0,0,1,0,0,0,0,31,9,2,0,0,0,0,0,0,carpm002,jay-j001,hollm001,beltc001,adamm002,cruzt002,descd001,kozmp001,lynnl001,lynnl001,cruzt002,adamm002,carpm002,descd001,kozmp001,hollm001,jay-j001,beltc001,,20130730,1,PIT08,v,PIT,0,1,0,regular,y,y
PIT201307301,PIT,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,10,hurdc001,value,43,36,2,6,2,0,0,2,1,0,0,6,1,11,0,0,0,0,0,33,0,43,6,1,0,0,1,1,5,0,10,0,1,0,0,0,0,0,0,33,10,1,2,0,0,1,0,0,marts002,walkn001,mccua001,alvap001,martr004,joneg002,presa001,barmc001,burna001,burna001,martr004,joneg002,walkn001,alvap001,barmc001,marts002,mccua001,presa001,,20130730,1,PIT08,h,SLN,1,0,0,regular,y,y
PIT201307302,SLN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,mathm001,value,34,32,0,3,0,0,0,0,0,0,0,2,0,6,0,0,0,0,2,24,0,39,11,2,3,1,6,5,2,0,6,1,0,0,0,1,1,0,1,24,12,1,0,0,1,0,1,0,carpm002,jay-j001,hollm001,craia001,moliy001,adamm002,freed001,kozmp001,lyont001,lyont001,moliy001,adamm002,carpm002,freed001,kozmp001,hollm001,jay-j001,craia001,,20130730,2,PIT08,v,PIT,0,1,0,regular,y,y
PIT201307302,PIT,0,1,0,0,3,0,2,0,,,,,,,,,,,,,,,,,,,,,9,hurdc001,value,39,35,6,11,2,3,1,5,0,1,1,2,0,6,1,0,0,0,1,27,0,34,3,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,27,14,2,0,0,0,1,0,0,marts002,mercj002,mccua001,sancg001,alvap001,sanct001,tabaj002,harrj002,cumpb001,cumpb001,sanct001,sancg001,harrj002,alvap001,mercj002,marts002,mccua001,tabaj002,,20130730,2,PIT08,h,SLN,1,0,0,regular,y,y
SDN201307300,CIN,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,8,baked002,value,37,30,2,5,0,0,0,2,1,0,0,6,0,6,0,0,0,0,1,24,0,36,10,3,0,0,4,4,3,1,10,0,0,0,0,0,1,0,0,24,7,0,0,0,0,0,1,0,robid002,choos001,vottj001,philb001,brucj001,frazt001,cozaz001,mesod001,latom001,latom001,mesod001,vottj001,philb001,frazt001,cozaz001,choos001,robid002,brucj001,,20130730,0,SAN02,v,SDN,0,1,0,regular,y,y
SDN201307300,SDN,0,1,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,8,blacb001,value,36,33,4,10,3,0,0,4,0,0,0,3,1,10,1,0,0,0,0,27,0,37,5,0,0,0,2,2,6,0,6,0,0,0,1,0,0,0,0,27,11,0,1,0,0,0,0,0,cabre001,amara001,quenc001,alony001,venaw001,gyorj001,forsl001,hundn001,volqe001,volqe001,hundn001,alony001,gyorj001,forsl001,cabre001,quenc001,amara001,venaw001,,20130730,0,SAN02,h,CIN,1,0,0,regular,y,y
TBA201307300,ARI,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,3,gibsk001,value,32,30,2,5,0,0,1,2,0,0,1,1,0,6,0,0,2,0,0,24,0,40,10,4,0,1,5,5,7,0,11,0,2,0,0,1,0,0,0,24,7,0,1,0,0,2,0,0,parrg001,hilla001,goldp001,chave001,pradm001,kubej002,nievw001,eatoa002,pennc001,kenni001,nievw001,goldp001,hilla001,pradm001,pennc001,kubej002,eatoa002,parrg001,chave001,20130730,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201307300,TBA,2,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,11,maddj801,value,40,32,5,10,4,0,1,5,0,1,0,7,0,11,0,0,1,0,0,27,0,32,5,0,0,1,2,2,1,0,6,1,0,0,0,0,0,0,0,27,13,0,2,0,0,0,0,0,jennd002,zobrb001,longe001,lonej001,myerw001,scotl001,joycm001,molij001,escoy001,carmf001,molij001,lonej001,zobrb001,longe001,escoy001,joycm001,jennd002,myerw001,scotl001,20130730,0,STP01,h,ARI,1,0,0,regular,y,y
TEX201307300,ANA,2,0,1,0,1,0,3,4,0,0,,,,,,,,,,,,,,,,,,,11,sciom001,value,52,44,11,16,4,0,2,11,1,0,0,7,2,9,1,0,1,0,0,28,0,55,19,3,1,2,14,14,9,0,11,0,2,0,0,0,3,0,0,28,10,0,1,0,0,2,3,0,aybae001,cowgc001,troum001,trumm001,kendh001,hamij003,calla001,iannc001,shucj001,wilsc004,iannc001,trumm001,kendh001,calla001,aybae001,shucj001,troum001,cowgc001,hamij003,20130730,0,ARL02,v,TEX,0,1,0,regular,y,y
TEX201307300,TEX,2,0,3,1,0,0,1,3,1,3,,,,,,,,,,,,,,,,,,,13,washr001,value,55,46,14,19,3,1,2,13,0,0,0,9,0,11,3,0,1,0,0,30,0,52,16,4,0,2,11,8,7,2,9,0,1,1,1,0,1,0,0,30,15,1,1,0,0,1,1,0,martl004,andre001,kinsi001,belta001,piera001,cruzn002,bakej001,sotog001,gentc001,holld003,sotog001,bakej001,kinsi001,belta001,andre001,martl004,gentc001,cruzn002,piera001,20130730,0,ARL02,h,ANA,1,0,0,regular,y,y
ATL201307310,COL,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,weisw001,value,31,31,0,5,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,24,0,43,15,1,0,1,9,8,2,0,7,2,2,1,0,0,0,0,0,24,9,2,1,0,0,2,0,0,fowld001,culbc001,gonzc001,tulot001,cuddm001,arenn001,heltt001,torry001,chatt001,chatt001,torry001,heltt001,culbc001,arenn001,tulot001,gonzc001,fowld001,cuddm001,,20130731,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201307310,ATL,1,0,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,10,gonzf801,value,43,39,9,15,1,0,1,9,0,0,2,2,0,7,0,0,1,0,2,27,0,31,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,27,11,1,0,0,0,0,0,1,heywj001,uptoj001,freef001,gatte001,mccab002,johnc003,uggld001,simma001,minom001,minom001,mccab002,freef001,uggld001,johnc003,simma001,gatte001,heywj001,uptoj001,,20130731,0,ATL02,h,COL,1,0,0,regular,y,y
BAL201307310,HOU,0,4,0,5,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,8,portb001,value,46,42,11,15,3,0,3,10,1,0,0,3,0,10,0,0,0,0,1,27,0,34,7,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,villj001,hoesl001,altuj001,castj006,cartc002,wallb001,barnb002,domim001,grosr001,oberb001,castj006,wallb001,altuj001,domim001,villj001,grosr001,barnb002,hoesl001,cartc002,20130731,0,BAL12,v,BAL,1,0,0,regular,y,y
BAL201307310,BAL,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,showb801,value,34,34,0,7,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,27,0,46,15,3,0,3,11,6,3,0,10,0,1,0,1,0,0,0,0,27,5,1,0,0,0,1,0,0,mclon001,machm001,markn001,jonea003,davic003,wietm001,hardj003,robeb003,pears001,gonzm003,wietm001,davic003,robeb003,machm001,hardj003,mclon001,jonea003,markn001,pears001,20130731,0,BAL12,h,HOU,0,1,0,regular,y,y
BOS201307310,SEA,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,12,thomr003,value,61,57,4,16,2,0,1,4,0,1,0,3,0,12,1,0,2,0,0,44,0,62,13,2,0,1,5,4,7,1,14,0,1,0,1,0,0,0,0,44,13,1,3,0,0,1,0,0,millb002,frann001,seagk001,morak001,ibanr001,morsm001,saunm001,ackld001,quinh001,iwakh001,quinh001,morsm001,frann001,seagk001,millb002,ibanr001,ackld001,saunm001,morak001,20130731,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS201307310,BOS,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,13,farrj001,value,62,54,5,13,2,0,1,5,1,0,0,7,1,14,0,0,2,0,1,45,0,61,16,2,0,1,4,4,3,0,12,0,1,0,0,1,1,0,0,45,9,0,3,0,0,1,1,0,ellsj001,victs001,pedrd001,ortid001,napom001,saltj001,carpm001,drews001,holtb002,lackj001,saltj001,napom001,pedrd001,holtb002,drews001,carpm001,ellsj001,victs001,ortid001,20130731,0,BOS07,h,SEA,1,0,0,regular,y,y
CHN201307310,MIL,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8,roenr001,value,36,33,1,9,3,0,0,1,2,0,0,1,0,4,0,0,0,0,0,24,0,36,8,2,0,2,6,5,2,0,7,0,1,0,0,0,0,0,0,24,8,2,0,0,0,1,0,0,weekr001,aokin001,lucrj001,gomec002,gindc001,maldm001,bianj001,betay001,peraw001,peraw001,maldm001,lucrj001,weekr001,betay001,bianj001,gindc001,gomec002,aokin001,,20130731,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN201307310,CHN,0,0,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,6,sveud001,value,36,34,6,8,2,0,2,6,0,0,0,2,0,7,0,0,0,0,2,27,0,36,9,3,0,0,1,1,1,0,4,0,0,0,2,0,0,0,0,27,13,0,0,0,0,0,0,0,dejed001,borbj001,rizza001,schin001,valbl001,casts001,castw002,ransc001,jacke001,jacke001,castw002,rizza001,valbl001,ransc001,casts001,borbj001,dejed001,schin001,,20130731,0,CHI11,h,MIL,1,0,0,regular,y,y
CLE201307310,CHA,0,0,0,0,0,3,0,0,2,0,,,,,,,,,,,,,,,,,,,6,ventr001,value,41,39,5,10,2,0,0,5,0,0,1,1,0,8,0,0,1,0,0,27,1,41,10,5,0,1,6,6,4,1,10,1,0,0,0,2,0,0,0,27,7,1,1,0,0,0,0,0,deaza001,ramia003,riosa002,dunna001,konep001,gillc001,vicid001,beckg001,phegj001,quinj001,phegj001,dunna001,beckg001,gillc001,ramia003,vicid001,deaza001,riosa002,konep001,20130731,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE201307310,CLE,1,0,0,1,1,0,0,0,2,1,,,,,,,,,,,,,,,,,,,8,frant001,value,41,34,6,10,5,0,1,6,0,2,1,4,1,10,0,0,1,0,0,30,0,41,10,2,0,0,5,5,1,0,8,1,0,0,0,0,0,0,0,30,5,0,1,0,0,0,0,0,bourm001,swisn001,kipnj001,cabra002,santc002,avilm001,branm003,reynm001,stubd001,klubc001,santc002,reynm001,kipnj001,avilm001,cabra002,branm003,bourm001,stubd001,swisn001,20130731,0,CLE08,h,CHA,1,0,0,regular,y,y
